Crânio;Pele;TECIDO;Caixa;NROTR;NROCT;NROCAMPO;NROPUC;GENERO;ESPECIE;SEXO;PESO;HORAC;DIA;MES;ANO;NROLOCAL;LOCAL;BLOCOPOP;TERRENO;FORMACAO;S LATITUDE;W LONGITUDE;ALTITUDE;COLETORES;CORPOmm;CAUDAmm;PESEMGARRA;INCISIVO;PECOMGARRA;VAGINA;LEITE;ESTADOREPROD;2N;NF;TESTICULOS;COMPTESDIR;COMPTESESQ;DIATESDIR;DIATESESQ;NROEMB;UTERODIR;UTEROESQ;EMB1;EMB2;EMB3;EMB4;PESOCRSTAL;NRODIPLOI;NA;METAS;ACROS;PAR1;PAR2;BANDAG;BANDAC;DAPI;NOR;MITOSE;MEIOSE;COMSINAP;CHROMOMIC;COMPCRANIO;CCONDBASAL;COMPNASAL;LNASAL;LBIMEATAL;LBIZIGOMAT;LMASTOIDE;LFRONTAL;LROSTRAL;LCXCRANIAN;FORPORBITA;CCONDNASAL;DIASTEMA;CBULA;LBULA;LINCISIVO;COMPIVPMOL;CSMOLAR;LMANDIBULA;CPALATAL;ISQUION;CPUBIS;CILEUM;LPUBIS;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;Field1;GOT-1;GOT-2;AAT1;AAT2;LAP;PGI;IDH1;MDH1;MDH2;SOD;PGM1;PGM2;PGM3;ACP;ES-4;ES6;PGD;AL;TF;PT-1;PT-2;PT-3;HB;GLO-I;FIGADO;RIM;CORACAO;ESTÔMAGO;MUSCULO;PARASITAS;RECAPTURA1;RECAPTURA2;OBSERVAÇÕES
;;;;;TR.1242;;;Ctenomys;torquatus;f;195;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°28'57";W56°38'10";;;230;65;62;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1243;;;Ctenomys;torquatus;f;190;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°29'01,4";W56°38'07";;;225;70;32;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1244;;;Ctenomys;torquatus;;255;;4;7;2009;;Granja Fenix/Uruguaiana;;;;S29°29'00";W56°38'01";;;250;67;32;;38;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1245;;;Ctenomys;torquatus;f;215;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'14,4";W56°36'51,1";;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1246;;;Ctenomys;torquatus;f;220;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'6,1";W56°36'52,9";;;272;69;36;;32;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1247;;;Ctenomys;torquatus;;215;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'14,8";W56°36'52,7";;;245;;30;;34;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1248;;;Ctenomys;torquatus;f;220;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'5,3";W56°36'51,1";;;260;70;30;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1249;;;Ctenomys;torquatus;f;275;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'13,2";W56°36'46,9";;;270;75;34;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1250;;;Ctenomys;torquatus;f;230;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'5,6";W56°36'52,9";;;240;70;31;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1251;;;Ctenomys;torquatus;f;245;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'16,6";W56°36'53,5";;;245;70;31;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1252;;;Ctenomys;torquatus;f;205;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'7,9";W56°36'50,6";;;230;70;32;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1253;;;Ctenomys;torquatus;f;195;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'7,8";W56°36'50,4";;;230;68;33;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1254;;;Ctenomys;torquatus;m;310;;6;7;2009;;Fazenda St. Celina/Uruguaiana;;;;S29°32'14,1";W56°36'50,2";;;270;76;34;;38;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1255;;;Ctenomys;torquatus;f;170;;9;7;2009;;Caboaté Grade/São Gabriel;;;;S30°06'37,9";W54°20'7,4";;;270;76;32;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1256;;;Ctenomys;torquatus;f;165;;9;7;2009;;Caboaté Grade/São Gabriel;;;;;;;;260;70;31;;33;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR. 1257;;;Ctenomys;torquatus;f;150;;9;7;2009;;Caboaté Grade/São Gabriel;;;;S30°06'36,8";W54°20'7,6";;;258;69;34;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1258;;;Ctenomys;torquatus;f;250;;10;7;2009;;Boa Vista/Cachoeira do Sul;;Solo extremamente duro e barrento;;S30°06'4,4";W52°55'30,9";;Lima da Silva, L.;310;87;34;;37;;;tetas aparentes;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16h18 colchicina; melânica; tetas inchadas
;;;;;TR.1259;;;Ctenomys;torquatus;f;140;;9;7;2009;;Caboaté Grade/São Gabriel;;;;S30°06'40,3";W54°20'2,8";;;265;75;31;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1260;;;Ctenomys;torquatus;f;200;;10;7;2009;;Boa Vista/Cachoeira do Sul;;Solo extremamente duro e barrento;;S30°06'5,3";W52°55'32,2";75;Roratto, P.;250;76;27;;31;;;grávida;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;grávida
;;;;;TR.1261;;;Ctenomys;torquatus;m;340;;10;7;2009;;Boa Vista/Cachoeira do Sul;;Solo extremamente duro e barrento;;S30°06'6,9";W52°55'40,1";;Roratto, P.;305;80;36;;41;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1262;;;Ctenomys;torquatus;m;250;;10;7;2009;;Boa Vista/Cachoeira do Sul;;;;S30°5'59,4";W52°55'41,6";;Lima da Silva, L.;780;76;36;;39;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;melânicos
;;;;;TR.1263;;;Ctenomys;torquatus;f;150;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°5'58,2";W52°57'41,6";48;Lima da Silva, L.;235;72;30;;32;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1264;;;Ctenomys;torquatus;f;260;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°6'9,3";W52°57°35";;;265;74;34;;36;com sangue;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1265;;;Ctenomys;torquatus;f;210;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°5'59,3";W52°57'40,4";53;Roratto, P.;235;70;33;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1266;;;Ctenomys;torquatus;f;215;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°6'8,5";W52°57'36,4";47;Langone, P.;260;73;34;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1267;;;Ctenomys;torquatus;f;280;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°6'8,4";W52°57'34";45;Lima da Silva, L.;290;77;35;;39;com sangue;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1268;;;Ctenomys;torquatus;f;245;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°5'58,4";W52°57'41,4";48;Lima da Silva, L.;280;76;31;;35;com sangue;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;menstruada
;;;;;TR.1269;;;Ctenomys;torquatus;f;260;;11;7;2009;;Fazenda do Sr. Danilo Schmidt/Cachoeira do Sul;;;;S30°6'8,8";W52°57'37,3";50;Lima da Silva, L.;270;72;33;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1270;;;Ctenomys;flamarioni;f;;;;10;2009;;Tramandaí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1271;;;Ctenomys;flamarioni;f;;;;10;2009;;Tramandaí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1272;;;Ctenomys;flamarioni;m;;;;10;2009;;Tramandaí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1273;;;Ctenomys;;f;240;;22;10;2009;;Lagoa dos Barros;;;;S 29°58'07,2'';W 30°24'07,8'';;Carla, Patricia, Simone, Thales, Tatiane;260;72;31;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1274;;;Ctenomys;;f;295;;22;10;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Thales, Tatiane;285;80;35;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1275;;;;;f;250;;22;10;2009;;Lagoa dos Barros;;;;;;;Carla, Patricia, Simone, Thales, Tatiane;255;72;31;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1277;;;Ctenomys;torquatus;m;165;;8;11;2009;;Rio Grande;;;;S31°54'21,5";W52°17'44,2";;;254;61;34;;37;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1278;;;Ctenomys;torquatus;m;220;;8;11;2009;;Rio Grande;;;;S31°54'5,6";W52°17'32,5";;;270;72;37;;40;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1279;;;Ctenomys;torquatus;f;185;;8;11;2009;;Rio Grande;;;;S31°54'7,4";W52°17'33,9";;;237;70;32;;36;;;tetas aparentes;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tetas grandes
;;;;;TR.1280;;;Ctenomys;torquatus;-;85;;8;11;2009;;Rio Grande;;;;S31°54'6,9";W52°17'33,5";;;188;62;27;;29;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;titiquinho
;;;;;TR.1281;;;Ctenomys;torquatus;f;240;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'18";W52°18'57,3";;;260;73;-;-;-;aberta;;tetas aparentes;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vagina grande; tetas grandes
;;;;;TR.1282;;;Ctenomys;torquatus;m;250;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'15,5";W52°18'57,6";;;-;-;-;-;-;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1283;;;Ctenomys;torquatus;f;215;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'15,7";W52°19'7,9";;;236;71;33;;35;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1284;;;Ctenomys;torquatus;m;255;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'16,2";W52°19'4";;;289;76;36;;39;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1285;;;Ctenomys;torquatus;f;200;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'15,2";W52°19'9,2";;;-;-;-;-;-;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;perna quebrada na armadilha
;;;;;TR.1286;;;Ctenomys;torquatus;f;220;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'18,1";W52°18'56,9";;;268;75;34;;36;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1287;;;Ctenomys;torquatus;f;215;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'17,2";W52°19'0,8";;;274;76;34;;36;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1288;;;Ctenomys;torquatus;f;120;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'15,2";W52°19'9,4";;;237;68;32;;34;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1289;;;Ctenomys;torquatus;f;245;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'17,7";W52°18'59,2";;;275;68;34;;36;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1290;;;Ctenomys;torquatus;m;120;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'17,3";W52°19'0";;;231;72;32;;33;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1291;;;Ctenomys;torquatus;f;205;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'16,3";W52°19'5,3";;;269;70;34;;36;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1292;;;Ctenomys;torquatus;m;300;;10;11;2009;;BR471 Sítio Gabriela, Palma/Rio Grande;;;;S32°5'18,2";W52°18'57,5";;;276;75;37;;39;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1293;;;Ctenomys;torquatus;-;200;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'5";W54°6'57,7";;;-;-;-;-;-;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1294;;;Ctenomys;torquatus;-;170;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'4,8";W54°6'56,5";;;-;-;-;-;-;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1295;;;Ctenomys;torquatus;f;180;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'1,5";W54°6'54";;;170;70;32;;37;;;tetas aparentes;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1296;;;Ctenomys;torquatus;m;145;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'0,4";W54°6'53,9";;;230;69;33;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1297;;;Ctenomys;torquatus;m;175;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'3,8";W54°6'58,8";;;260;73;35;;39;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1298;;;Ctenomys;torquatus;f;210;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'1,4";W54°6'54,6";;;262;74;32;;35;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1299;;;Ctenomys;torquatus;f;225;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'2,7";W54°7'4";;;253;69;33;;37;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1300;;;Ctenomys;torquatus;m;165;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'3,6";W54°6'57,2";;;245;70;34;;38;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1301;;;Ctenomys;torquatus;f;235;;6;12;2009;;Serro da Porteirinha/Dilermando de Aguiar;;;;S29°45'4,9";W54°6'56,3";;;270;71;32;;36;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1302;;;Ctenomys;;m;370;;18;3;2010;;Praia do Barco;;;;S 29°43'47,8'';W 49°59'45,6'';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1307;;;Ctenomys;;m;450;;18;3;2010;;Praia do Barco;;;;S 29°43'56,4'';W 49°59'49,1'';;Thais, Thales, Laura, Loreci;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1308;;;Ctenomys;;f;200;;18;3;2010;;Praia do Barco;;;;S 29°43'51,7'';W 49°59'46,8'';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1309;;;Ctenomys;;f;195;;8;6;2010;;Praia do Barco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1310;;;Ctenomys;;f;250;;8;6;2010;;Praia do Barco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1319;;;Ctenomys;ibicuiensis;m;200;;10;7;2010;;Distrito de Piraju/Manoel Viana;;;;S29°24'11,9";W55°34'49";;;290;92;35;;40;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1320;;;Ctenomys;ibicuiensis;f;170;;10;7;2010;;Distrito de Piraju/Manoel Viana;;;;S29°24'12,4";W55°34'46,4";77;;160;70;30;;35;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1321;;;Ctenomys;ibicuiensis;m;240;;10;7;2010;;Distrito de Piraju/Manoel Viana;;;;S29°24'12,1";W55°34'45,9";76;;280;80;32;;39;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;TR.1322;;;Ctenomys;ibicuiensis;f;150;;10;7;2010;;Distrito de Piraju/Manoel Viana;;;;S29°24'19,6";W55°34';;;150;75;31;;35;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
